product,ema_window,horizon,bucket,residual_mean,future_change_mean,future_change_median,count
VEV_5000,20,2,2,-0.026578241231615715,0.04567881542374425,0.00075946752713206,6000
VEV_5000,20,2,3,0.13600761799068192,-0.13982224520137598,-0.0724294606998227,5999
VEV_5000,20,2,4,0.5591604429514275,-0.5737202562152788,-0.49586097471092216,6000
VEV_5000,25,2,0,-0.4918929069952216,0.48499656742215774,0.45862332031447295,6000
VEV_5000,25,2,1,-0.18614150862659876,0.18616453858739024,0.0660006267089557,5999
VEV_5000,25,2,2,-0.027417518470586173,0.04493088961367327,0.0007014532607173014,6000
VEV_5000,25,2,3,0.13757231099015815,-0.1399694385894297,-0.07215764779539313,5999
VEV_5000,25,2,4,0.5674553207612768,-0.5763908720508237,-0.4967890652001187,6000
VEV_5000,30,2,0,-0.4965142490512689,0.4876028335138726,0.4596956548102753,6000
VEV_5000,30,2,1,-0.18783224231203702,0.18668437470331226,0.0667885907150776,5999
VEV_5000,30,2,2,-0.028039257953874165,0.043533237906345675,0.0005955636852377532,6000
VEV_5000,30,2,3,0.13867401190643303,-0.14015048809404437,-0.0727763454515298,5999
VEV_5000,30,2,4,0.5731678401910786,-0.5779382165820831,-0.4969366806762991,6000
VEV_5000,35,2,0,-0.5000016824748693,0.48897612823419406,0.46048708053558585,6000
VEV_5000,35,2,1,-0.18907645969662587,0.18693629722177924,0.06666160393797321,5999
VEV_5000,35,2,2,-0.02855376830739043,0.042945954231033735,0.000547806900158293,6000
VEV_5000,35,2,3,0.13955754171122944,-0.14030694362194435,-0.0734804987841926,5999
VEV_5000,35,2,4,0.5773951718583358,-0.5788196787064945,-0.496894557433734,6000
VEV_5000,40,2,0,-0.502710717832627,0.49015264766432753,0.46075072610801726,6000
VEV_5000,40,2,1,-0.1901403280046452,0.18773253083826383,0.06677644982391931,5999
VEV_5000,40,2,2,-0.02903773278482994,0.04195302313579138,0.0004909085610051989,6000
VEV_5000,40,2,3,0.14032726678732493,-0.140565466241399,-0.073078390784758,5999
VEV_5000,40,2,4,0.5807338653957433,-0.5795408884199161,-0.4971682006071205,6000
VEV_5000,45,2,0,-0.5049829570473885,0.4907664206943599,0.4610065988540555,6000
VEV_5000,45,2,1,-0.19101261453322718,0.18730023160644507,0.0667575666211633,5999
VEV_5000,45,2,2,-0.029476352831559624,0.04185266829821831,0.0004885311673206074,6000
VEV_5000,45,2,3,0.14099486244343562,-0.13963114499328802,-0.07339669125121867,5999
VEV_5000,45,2,4,0.5834899653911696,-0.5805562449583316,-0.49755642932586847,6000
VEV_5000,50,2,0,-0.5069384784864669,0.490602766323279,0.461011314739153,6000
VEV_5000,50,2,1,-0.19176723992538208,0.18680412689313342,0.0667067837030118,5999
VEV_5000,50,2,2,-0.029852852206067718,0.04251971871032447,0.0004976786017322973,6000
VEV_5000,50,2,3,0.14155677175995315,-0.13902137832902858,-0.07335961699027399,5999
VEV_5000,50,2,4,0.5858459457720251,-0.5811732840066461,-0.49762085118709365,6000
VEV_5000,55,2,0,-0.5086616011492819,0.491470132398465,0.46151937986405756,6000
VEV_5000,55,2,1,-0.1924110768014197,0.1850139229186397,0.0654612613780045,5999
VEV_5000,55,2,2,-0.030185415550039726,0.04459202542390934,0.0005461023051793537,6000
VEV_5000,55,2,3,0.14203134903132242,-0.14141751568433059,-0.07396035791225586,5999
VEV_5000,55,2,4,0.5878941947574093,-0.5799273131891762,-0.4975344797894649,6000
VEV_5000,60,2,0,-0.5102077080126232,0.49077472792072935,0.461011314739153,6000
VEV_5000,60,2,1,-0.19302238588038212,0.18568350932812025,0.06571862287819386,5999
VEV_5000,60,2,2,-0.030451154429334062,0.044695546257522895,0.0005511042168108993,6000
VEV_5000,60,2,3,0.1424541958729107,-0.1408699117247417,-0.0742556589921151,5999
VEV_5000,60,2,4,0.5897109812881393,-0.5805524170490621,-0.49762085118709365,6000
VEV_5000,65,2,0,-0.5116208950707245,0.49108626417485207,0.46151937986405756,6000
VEV_5000,65,2,1,-0.19360847921608051,0.185639400262853,0.0657205239940594,5999
VEV_5000,65,2,2,-0.030678364776880875,0.04521785203596331,0.0005642552914650462,6000
VEV_5000,65,2,3,0.1428459120829939,-0.14241495598464027,-0.07439257738496963,5999
VEV_5000,65,2,4,0.5913563715801498,-0.5797973706153469,-0.4975200679132285,6000
VEV_5000,15,3,0,-0.4755251199446406,0.4795102378689263,0.4411866061791443,6000
VEV_5000,15,3,1,-0.1785646974316695,0.1819826960968663,0.0771963073921142,5999
VEV_5000,15,3,2,-0.025255443977962144,0.046809724320081375,0.0016295601035381108,5999
VEV_5000,15,3,3,0.13330381192655838,-0.14134675012881673,-0.0834763449856837,5999
VEV_5000,15,3,4,0.5458506242808653,-0.5672284205845841,-0.479791156860756,6000
VEV_5000,20,3,0,-0.48544392994323415,0.48617344097114135,0.44758044700165556,6000
VEV_5000,20,3,1,-0.18343100848445296,0.18397680292544427,0.0770732774290081,5999
VEV_5000,20,3,2,-0.02656582167016707,0.043956725481996334,0.0013305489064805026,5999
VEV_5000,20,3,3,0.13600761799068192,-0.14187033977349126,-0.08468079013528038,5999
VEV_5000,20,3,4,0.5591604429514275,-0.5725093724462266,-0.49253511660208454,6000
VEV_5000,25,3,0,-0.49188596660303974,0.4894855912244743,0.4501730406936985,6000
VEV_5000,25,3,1,-0.18611249988211934,0.18592461683204428,0.07843439351290729,5999
VEV_5000,25,3,2,-0.02740481205189115,0.04242471559468071,0.0013186857195250923,5999
VEV_5000,25,3,3,0.13757231099015815,-0.14076370478138717,-0.0849001573706119,5999
VEV_5000,25,3,4,0.5674553207612768,-0.5773437079711128,-0.4956184856850996,6000
VEV_5000,30,3,0,-0.4965098072002276,0.49316095271855814,0.45243297259412435,6000
VEV_5000,30,3,1,-0.18780330133260492,0.1857409401607918,0.07739301396850351,5999
VEV_5000,30,3,2,-0.028026349989666327,0.041276808738993774,0.0012754346489600998,5999
VEV_5000,30,3,3,0.13867401190643303,-0.14178139239682855,-0.08620380819229462,5999
VEV_5000,30,3,4,0.5731678401910786,-0.5786701898680062,-0.4963361733075544,6000
VEV_5000,35,3,0,-0.5000002118034387,0.4961819132195498,0.45361060916275164,6000
VEV_5000,35,3,1,-0.18904721763579474,0.18666314696192193,0.0773025372782285,5999
VEV_5000,35,3,2,-0.02854079809997681,0.03750416351160342,0.0009424465624761069,5999
VEV_5000,35,3,3,0.13955754171122944,-0.14162991383071413,-0.08620380819229462,5999
VEV_5000,35,3,4,0.5773951718583358,-0.5789926403354954,-0.4969254221700794,6000
VEV_5000,40,3,0,-0.502710717832627,0.4964545765860806,0.4540686692780582,6000
VEV_5000,40,3,1,-0.1901123450931294,0.18850896292690658,0.0784477711049476,5999
VEV_5000,40,3,2,-0.029024663985528974,0.03585713879420761,0.0009003109225886874,5999
VEV_5000,40,3,3,0.14032726678732493,-0.1424130029986294,-0.087109957008579,5999
VEV_5000,40,3,4,0.5807338653957433,-0.5786811031646865,-0.49700557927917544,6000
VEV_5000,45,3,0,-0.5049829570473885,0.4973769131537815,0.45481192181250657,6000
VEV_5000,45,3,1,-0.19098717241246707,0.18807171961993024,0.07861388223773247,5999
VEV_5000,45,3,2,-0.02946328821842585,0.03613671421815926,0.0008796991924100023,5999
VEV_5000,45,3,3,0.14099486244343562,-0.14373503306163077,-0.08747102679353691,5999
VEV_5000,45,3,4,0.5834899653911696,-0.5781239884026858,-0.497240949056959,6000
VEV_5000,50,3,0,-0.5069384784864669,0.49624353487897677,0.45451705830555517,6000
VEV_5000,50,3,1,-0.1917441678052717,0.18993942634561975,0.07861388223773247,5999
VEV_5000,50,3,2,-0.029839827749150324,0.037464942183254975,0.0009112329671552011,5999
VEV_5000,50,3,3,0.14155677175995315,-0.14516252117286055,-0.08822072151178872,5999
VEV_5000,50,3,4,0.5858459457720251,-0.5787587619663398,-0.49743646408842324,6000
VEV_5000,55,3,0,-0.5086616011492819,0.496917619393718,0.45490124562547857,6000
VEV_5000,55,3,1,-0.19239018266372984,0.18790219064783104,0.07743526423837471,5999
VEV_5000,55,3,2,-0.030172475512889877,0.040017827252860697,0.0010472266512805972,5999
VEV_5000,55,3,3,0.14203134903132242,-0.1470833556849094,-0.08887740161026161,5999
VEV_5000,55,3,4,0.5878941947574093,-0.5780278955383725,-0.4974000211964267,6000
VEV_5000,60,3,0,-0.5102077080126232,0.4963599016701672,0.45480257483040987,6000
VEV_5000,60,3,1,-0.19300364409643184,0.18885050576494766,0.0775466027662332,5999
VEV_5000,60,3,2,-0.030438170519374717,0.038279858033167795,0.0008705534164619028,5999
VEV_5000,60,3,3,0.1424541958729107,-0.14663731311236214,-0.0893681767447561,5999
VEV_5000,60,3,4,0.5897109812881393,-0.5771266235533811,-0.4974000211964267,6000
VEV_5000,65,3,0,-0.5116208950707245,0.49471337872440063,0.4541499529200337,6000
VEV_5000,65,3,1,-0.19359173386383718,0.1898401547601812,0.07806817221626261,5999
VEV_5000,65,3,2,-0.03066534717685906,0.038964975241838964,0.0008614845683041217,5999
VEV_5000,65,3,3,0.1428459120829939,-0.14637076176116742,-0.08930640973449049,5999
VEV_5000,65,3,4,0.5913563715801498,-0.5774210946097881,-0.4975362506093005,6000
VEV_5000,15,4,0,-0.47550281476997447,0.4809324502091786,0.4310705804837198,6000
VEV_5000,15,4,1,-0.17853616541423672,0.18517708681913098,0.0836000930721638,5999
VEV_5000,15,4,2,-0.02523124285855754,0.041836029835434455,0.0018167469224863037,5999
VEV_5000,15,4,3,0.13333392175931275,-0.13281001973186043,-0.0919239660297535,5999
VEV_5000,15,4,4,0.5459035227936423,-0.575602030023764,-0.4844981815003847,5999
VEV_5000,20,4,0,-0.48542440156661004,0.48581974593386634,0.43458622179650763,6000
VEV_5000,20,4,1,-0.18340215309023583,0.1827669519188806,0.08187784746860399,5999
VEV_5000,20,4,2,-0.026540882158852672,0.04458498601232923,0.0021162752136660856,5999
VEV_5000,20,4,3,0.13603840165074876,-0.13281930986214327,-0.0925582642930748,5999
VEV_5000,20,4,4,0.559214776154836,-0.5808196715798816,-0.4943778017586736,5999
VEV_5000,25,4,0,-0.4918698605229614,0.4880273159812982,0.4356819524646197,6000
VEV_5000,25,4,1,-0.186083491254608,0.18264997584172685,0.0827095166896469,5999
VEV_5000,25,4,2,-0.02737934592266537,0.047148060585858464,0.0022371293189280966,5999
VEV_5000,25,4,3,0.13760347182093352,-0.1369189242795543,-0.093936443048733,5999
VEV_5000,25,4,4,0.5675105600569512,-0.5813740936959507,-0.4943778017586736,5999
VEV_5000,30,4,0,-0.4964971203511346,0.4894295206138322,0.43712982322267635,6000
VEV_5000,30,4,1,-0.1877743543107672,0.1843186571347831,0.08374192496648897,5999
VEV_5000,30,4,2,-0.028000573461714574,0.04667126429101381,0.002023472127802989,5999
VEV_5000,30,4,3,0.1387055978754367,-0.13729152425221405,-0.09506928915470779,5999
VEV_5000,30,4,4,0.5732235953403965,-0.5835958170937653,-0.49510053204085114,5999
VEV_5000,35,4,0,-0.49999116210904565,0.4910505813566512,0.44008011740379516,6000
VEV_5000,35,4,1,-0.18901797612534016,0.18469509201505277,0.08320393310896179,5999
VEV_5000,35,4,2,-0.02851481566056233,0.046206702797205665,0.001913588705065198,5999
VEV_5000,35,4,3,0.13958946443564016,-0.13810243067042227,-0.09457084996029161,5999
VEV_5000,35,4,4,0.5774512444225876,-0.5843181150266651,-0.49561628793617274,5999
VEV_5000,40,4,0,-0.5027049497280606,0.4921325478942111,0.44082516936350646,6000
VEV_5000,40,4,1,-0.19008304638134568,0.18515980376693375,0.0836000930721638,5999
VEV_5000,40,4,2,-0.028998492309300874,0.04685169510602601,0.0020879228404736966,5999
VEV_5000,40,4,3,0.14035938923113686,-0.1415550659206879,-0.0962081293573647,5999
VEV_5000,40,4,4,0.5807902835395449,-0.5830573307324766,-0.4957089503723182,5999
VEV_5000,45,4,0,-0.5049802277296107,0.49442687387219575,0.44179754430069806,6000
VEV_5000,45,4,1,-0.19095774949669034,0.18455798113174285,0.08396727102899612,5999
VEV_5000,45,4,2,-0.029437113614531826,0.043992039769315844,0.0017797230329961167,5999
VEV_5000,45,4,3,0.14102727714283644,-0.14054478496709188,-0.09627153399742369,5999
VEV_5000,45,4,4,0.5835466112121876,-0.5829008421435611,-0.49561628793617274,5999
VEV_5000,50,4,0,-0.5069384784864669,0.4945994478373935,0.4434240473833596,6000
VEV_5000,50,4,1,-0.1917146864809891,0.1850950394003414,0.08371983727010956,5999
VEV_5000,50,4,2,-0.02981366589934914,0.04182992714513149,0.0016197179684241114,5999
VEV_5000,50,4,3,0.14158936341371042,-0.1390336697072485,-0.0962081293573647,5999
VEV_5000,50,4,4,0.5859028468844961,-0.5829595057801384,-0.4961901603937804,5999
VEV_5000,55,4,0,-0.5086616011492819,0.49534480467556025,0.443927927252389,6000
VEV_5000,55,4,1,-0.19236311582149307,0.18361824705935526,0.08341301346536062,5999
VEV_5000,55,4,2,-0.03014628450737568,0.0428170229947234,0.0016266271541099109,5999
VEV_5000,55,4,3,0.1420640068054717,-0.1400151180423645,-0.09630669278067211,5999
VEV_5000,55,4,4,0.5879513125760506,-0.5822338420386425,-0.4956617180469038,5999
VEV_5000,60,4,0,-0.5102077080126232,0.4969060325388552,0.4442381716139607,6000
VEV_5000,60,4,1,-0.19297892469072464,0.18149899407384082,0.0820217386508375,5999
VEV_5000,60,4,2,-0.0304118328595515,0.043985062906773155,0.001300701295804202,5999
VEV_5000,60,4,3,0.14248692888501086,-0.14074955188233476,-0.09677456901135881,5999
VEV_5000,60,4,4,0.5897682713535235,-0.582109683236521,-0.4957089503723182,5999
VEV_5000,65,4,0,-0.5116208950707245,0.495740214337402,0.443927927252389,6000
VEV_5000,65,4,1,-0.19356916864512144,0.18129367926310958,0.08207329889683018,5999
VEV_5000,65,4,2,-0.030638982631628283,0.046022300281760756,0.0016952857604338178,5999
VEV_5000,65,4,3,0.1428787630232522,-0.14171341466962273,-0.0978295381637509,5999
VEV_5000,65,4,4,0.5914138628151404,-0.5818117304766134,-0.49563098656108195,5999
VEV_5000,15,5,0,-0.47553732723643893,0.46627737784105683,0.4183496630521404,5999
VEV_5000,15,5,1,-0.1785646974316695,0.18135464544132157,0.0941856869758339,5999
VEV_5000,15,5,2,-0.025255443977962144,0.042448059851675296,0.0018091790534526808,5999
VEV_5000,15,5,3,0.13330381192655838,-0.11807902004891867,-0.09310493427801701,5999
VEV_5000,15,5,4,0.5458561165942347,-0.5722411001032809,-0.4828361902455071,5999
VEV_5000,20,5,0,-0.48545961629277207,0.4736051999259202,0.4238561785841739,5999
VEV_5000,20,5,1,-0.18343100848445296,0.1825244717422816,0.09749618626028678,5999
VEV_5000,20,5,2,-0.02656582167016707,0.04143868953926179,0.0014073576185182901,5999
VEV_5000,20,5,3,0.13600761799068192,-0.12169276260582367,-0.09502274665283031,5999
VEV_5000,20,5,4,0.5591636150605096,-0.5761156356197858,-0.4944104716041692,5999
VEV_5000,25,5,0,-0.49190556926725976,0.4787731390879203,0.4274939404467659,5999
VEV_5000,25,5,1,-0.18611249988211934,0.1821722284237151,0.09821852550430782,5999
VEV_5000,25,5,2,-0.02740481205189115,0.039464831599597495,0.0013553470616898822,5999
VEV_5000,25,5,3,0.13757231099015815,-0.12371208138177439,-0.0977143542149861,5999
VEV_5000,25,5,4,0.567455365665365,-0.5769381547476043,-0.49565442402490595,5999
VEV_5000,30,5,0,-0.4965333628943158,0.48195732317602563,0.4292629824440155,5999
VEV_5000,30,5,1,-0.18780330133260492,0.18196224691703333,0.09612579579879821,5999
VEV_5000,30,5,2,-0.028026349989666327,0.03856510158005489,0.0012425043078110043,5999
VEV_5000,30,5,3,0.13867401190643303,-0.1236323302745445,-0.09866567932385811,5999
VEV_5000,30,5,4,0.5731645391761178,-0.5790923784167152,-0.49646262501119054,5999
VEV_5000,35,5,0,-0.5000275371918955,0.4830670090562807,0.43008835760065267,5999
VEV_5000,35,5,1,-0.18904721763579474,0.18168439140765077,0.0951424623353886,5999
VEV_5000,35,5,2,-0.02854079809997681,0.04029260836988565,0.0011071929311583795,5999
VEV_5000,35,5,3,0.13955754171122944,-0.1259249739837524,-0.10167040918986453,5999
VEV_5000,35,5,4,0.5773885996270229,-0.5793590718682106,-0.49646262501119054,5999
VEV_5000,40,5,0,-0.5027415419888287,0.4858235343830569,0.431975235246682,5999
VEV_5000,40,5,1,-0.1901123450931294,0.18133277108755655,0.0955741292636958,5999
VEV_5000,40,5,2,-0.029024663985528974,0.03889685129592722,0.0010127025198015949,5999
VEV_5000,40,5,3,0.14032726678732493,-0.12610359504190438,-0.1002231458705864,5999
VEV_5000,40,5,4,0.5807242240235501,-0.5801895987427822,-0.4969302092822545,5999
VEV_5000,45,5,0,-0.5050170116286977,0.4876482096550755,0.4334360391740119,5999
VEV_5000,45,5,1,-0.19098717241246707,0.18099406142065624,0.0948882566472094,5999
VEV_5000,45,5,2,-0.02946328821842585,0.03828489445294966,0.0009165572146229983,5999
VEV_5000,45,5,3,0.14099486244343562,-0.12798805912580127,-0.1004754459800096,5999
VEV_5000,45,5,4,0.5834774934576882,-0.5791791434210259,-0.49681147658702685,5999
VEV_5000,50,5,0,-0.5069754138910673,0.48643218651377573,0.4336218647622445,5999
VEV_5000,50,5,1,-0.19174425755791863,0.18399786758144893,0.09431723169473105,5999
VEV_5000,50,5,2,-0.029839827749150324,0.03650645989370273,0.0009593727372703698,5999
VEV_5000,50,5,3,0.14155677175995315,-0.12816380612026965,-0.10327052718639601,5999
VEV_5000,50,5,4,0.5858308815403928,-0.5790127448868037,-0.49680090372930863,5999
VEV_5000,55,5,0,-0.5086986642282366,0.48662318403736654,0.4332600498901229,5999
VEV_5000,55,5,1,-0.19239287590851215,0.18240642479820562,0.09360486058812971,5999
VEV_5000,55,5,2,-0.030172475512889877,0.03775284110857902,0.001119179618399399,5999
VEV_5000,55,5,3,0.14203134903132242,-0.12718876386480552,-0.10327052718639601,5999
VEV_5000,55,5,4,0.5878767580743742,-0.5798337230974916,-0.4969024359061222,5999
VEV_5000,60,5,0,-0.5102449656727986,0.4868926877823316,0.4331027837233705,5999
VEV_5000,60,5,1,-0.1930086566331816,0.18107730956732268,0.09300633628572538,5999
VEV_5000,60,5,2,-0.030438170519374717,0.04012615252228976,0.001119179618399399,5999
VEV_5000,60,5,3,0.1424541958729107,-0.12836130130387255,-0.1019494356205542,5999
VEV_5000,60,5,4,0.5896913734760778,-0.5799748855862173,-0.4970473779039822,5999
VEV_5000,65,5,0,-0.5116582867959201,0.48703907093492005,0.4331027837233705,5999
VEV_5000,65,5,1,-0.19359893038725243,0.18171244152006236,0.09261387525020841,5999
VEV_5000,65,5,2,-0.03066534717685906,0.038189057429862554,0.0009526998055661984,5999
VEV_5000,65,5,3,0.1428459120829939,-0.12741353685351614,-0.10056825133870001,5999
VEV_5000,65,5,4,0.591334777195957,-0.5797670700494747,-0.4971695862168416,5999
VEV_5100,15,1,0,-0.4205821905385714,0.4141206265807648,0.3644907596676603,6000
VEV_5100,15,1,1,-0.1617188723127785,0.1695575154336663,0.12905376704088667,6000
VEV_5100,15,1,2,-0.020851161667319262,0.026313045868507686,0.00033437485308240866,5999
VEV_5100,15,1,3,0.121998393166407,-0.11167377600282627,-0.10599413005502356,6000
VEV_5100,15,1,4,0.4794358383267599,-0.49856745898660887,-0.4155121987560051,6000
VEV_5100,20,1,0,-0.4308684045403112,0.41944532368522586,0.3805683273217255,6000
VEV_5100,20,1,1,-0.16603137182744482,0.16657861914556973,0.1281423955115315,6000
VEV_5100,20,1,2,-0.021562008225045025,0.02657244735416837,0.00031272720252678576,5999
VEV_5100,20,1,3,0.124428267296432,-0.10793456615277644,-0.10457370713447744,6000
VEV_5100,20,1,4,0.4917232901424701,-0.5049118279051029,-0.4184871307934373,6000
VEV_5100,25,1,0,-0.43767159769445313,0.4208378114103039,0.38230958938993365,6000
VEV_5100,25,1,1,-0.168776363722559,0.16928292174584725,0.13057970835461674,6000
VEV_5100,25,1,2,-0.021905914316793656,0.023002449701683015,0.00033281444393645776,5999
VEV_5100,25,1,3,0.1260530058272005,-0.10654560167282034,-0.10395883247701931,6000
VEV_5100,25,1,4,0.4993872626090016,-0.506828180057538,-0.4188146503875032,6000
VEV_5100,30,1,0,-0.44255913504408023,0.42153612320058503,0.38435581639646443,6000
VEV_5100,30,1,1,-0.17092965929331516,0.17053377055660363,0.13581930853752058,6000
VEV_5100,30,1,2,-0.022163824377287773,0.022863898433212036,0.0002953871071440517,5999
VEV_5100,30,1,3,0.1273392321222676,-0.10726052532684957,-0.10411498439566458,6000
VEV_5100,30,1,4,0.5047854827222177,-0.5079238888279534,-0.4194755676962814,6000
VEV_5100,35,1,0,-0.4463975460043848,0.4210223129968446,0.38435581639646443,6000
VEV_5100,35,1,1,-0.17270379123793703,0.17258714307855097,0.1408021702472979,6000
VEV_5100,35,1,2,-0.022346632289704512,0.020906662751993703,0.00024231271981989266,5999
VEV_5100,35,1,3,0.1283952099951791,-0.1063851898665849,-0.10457370713447744,6000
VEV_5100,35,1,4,0.5089013141880065,-0.5083818771311535,-0.4194436123673313,6000
VEV_5100,40,1,0,-0.44961471171092476,0.4214048281989146,0.38552463738983545,6000
VEV_5100,40,1,1,-0.17422718026437667,0.1739368006157431,0.14265728703412614,6000
VEV_5100,40,1,2,-0.022449103788003695,0.019640025980157662,0.00023876229170127772,5999
VEV_5100,40,1,3,0.129243631909774,-0.10927437739221417,-0.10602426705713697,6000
VEV_5100,40,1,4,0.512264826193144,-0.5059584366790789,-0.41833079250500305,6000
VEV_5100,45,1,0,-0.4523728115671204,0.42395052179305626,0.3870352309345434,6000
VEV_5100,45,1,1,-0.17557001834775746,0.17221177927015385,0.14042969091042323,6000
VEV_5100,45,1,2,-0.022550262703975178,0.017043541060332065,0.00020860652966803173,5999
VEV_5100,45,1,3,0.12991683683993716,-0.10756747924184114,-0.10748949756043658,6000
VEV_5100,45,1,4,0.515156456523164,-0.5058899549056655,-0.4184871307934373,6000
VEV_5100,50,1,0,-0.45483324191430446,0.4227243953166927,0.3862304969777597,6000
VEV_5100,50,1,1,-0.176772201397067,0.17488166597988486,0.14113621540900567,6000
VEV_5100,50,1,2,-0.022672984345867658,0.014603239097868601,0.00013034970834263637,5999
