smile_window,product,ema_window,beta,product_pnl_3d,VEV_5000_pnl_3d,VEV_5100_pnl_3d,VEV_5200_pnl_3d,VEV_5300_pnl_3d
500,VEV_5100,30,-0.99,14382,16301,14382,7747,2380
500,VEV_5100,20,-1.005,14407,16301,14407,7747,2380
500,VEV_5100,30,-0.985,14382,16301,14382,7747,2380
500,VEV_5100,30,-0.995,14382,16301,14382,7747,2380
500,VEV_5100,40,-0.985,14304,16301,14304,7747,2380
500,VEV_5100,40,-0.99,14304,16301,14304,7747,2380
500,VEV_5100,30,-1.005,14382,16301,14382,7747,2380
500,VEV_5100,30,-1.0,14382,16301,14382,7747,2380
500,VEV_5100,40,-1.005,14304,16301,14304,7747,2380
500,VEV_5100,40,-0.995,14304,16301,14304,7747,2380
500,VEV_5100,50,-0.985,14144,16301,14144,7747,2380
500,VEV_5100,40,-1.0,14304,16301,14304,7747,2380
500,VEV_5100,50,-0.995,14144,16301,14144,7747,2380
500,VEV_5100,50,-1.0,14144,16301,14144,7747,2380
500,VEV_5100,50,-1.005,14144,16301,14144,7747,2380
500,VEV_5100,50,-0.99,14144,16301,14144,7747,2380
500,VEV_5100,60,-0.985,14099,16301,14099,7747,2380
500,VEV_5100,60,-0.995,14099,16301,14099,7747,2380
500,VEV_5100,60,-0.99,14099,16301,14099,7747,2380
500,VEV_5100,60,-1.0,14099,16301,14099,7747,2380
500,VEV_5200,20,-0.985,8117,16301,14144,8117,2380
500,VEV_5100,60,-1.005,14099,16301,14099,7747,2380
500,VEV_5200,20,-0.995,7877,16301,14144,7877,2380
500,VEV_5200,20,-0.99,8075,16301,14144,8075,2380
500,VEV_5200,30,-0.985,7789,16301,14144,7789,2380
500,VEV_5200,20,-1.005,7877,16301,14144,7877,2380
500,VEV_5200,30,-0.99,7789,16301,14144,7789,2380
500,VEV_5200,20,-1.0,7877,16301,14144,7877,2380
500,VEV_5200,40,-0.985,7688,16301,14144,7688,2380
500,VEV_5200,30,-1.005,7705,16301,14144,7705,2380
500,VEV_5200,30,-1.0,7705,16301,14144,7705,2380
500,VEV_5200,30,-0.995,7705,16301,14144,7705,2380
500,VEV_5200,40,-1.0,7520,16301,14144,7520,2380
500,VEV_5200,40,-0.995,7520,16301,14144,7520,2380
500,VEV_5200,40,-1.005,7488,16301,14144,7488,2380
500,VEV_5200,40,-0.99,7520,16301,14144,7520,2380
500,VEV_5200,50,-0.995,7478,16301,14144,7478,2380
500,VEV_5200,50,-0.985,7478,16301,14144,7478,2380
500,VEV_5200,50,-1.0,7478,16301,14144,7478,2380
500,VEV_5200,50,-0.99,7478,16301,14144,7478,2380
500,VEV_5200,60,-0.995,7364,16301,14144,7364,2380
500,VEV_5200,60,-0.99,7400,16301,14144,7400,2380
500,VEV_5200,60,-0.985,7400,16301,14144,7400,2380
500,VEV_5200,50,-1.005,7418,16301,14144,7418,2380
500,VEV_5200,60,-1.0,7364,16301,14144,7364,2380
500,VEV_5200,60,-1.005,7336,16301,14144,7336,2380
500,VEV_5300,20,-0.99,2380,16301,14144,7747,2380
500,VEV_5300,20,-0.985,2380,16301,14144,7747,2380
500,VEV_5300,20,-1.0,2380,16301,14144,7747,2380
500,VEV_5300,30,-0.985,2583,16301,14144,7747,2583
500,VEV_5300,20,-0.995,2380,16301,14144,7747,2380
500,VEV_5300,20,-1.005,2380,16301,14144,7747,2380
500,VEV_5300,30,-1.0,2573,16301,14144,7747,2573
500,VEV_5300,30,-0.99,2583,16301,14144,7747,2583
500,VEV_5300,30,-1.005,2518,16301,14144,7747,2518
500,VEV_5300,30,-0.995,2583,16301,14144,7747,2583
500,VEV_5300,40,-0.99,2597,16301,14144,7747,2597
500,VEV_5300,40,-1.0,2578,16301,14144,7747,2578
500,VEV_5300,40,-0.995,2578,16301,14144,7747,2578
500,VEV_5300,40,-0.985,2597,16301,14144,7747,2597
500,VEV_5300,50,-0.985,2585,16301,14144,7747,2585
500,VEV_5300,50,-0.995,2530,16301,14144,7747,2530
500,VEV_5300,50,-0.99,2530,16301,14144,7747,2530
500,VEV_5300,40,-1.005,2368,16301,14144,7747,2368
500,VEV_5300,50,-1.0,2320,16301,14144,7747,2320
500,VEV_5300,60,-0.99,2606,16301,14144,7747,2606
500,VEV_5300,60,-0.985,2606,16301,14144,7747,2606
500,VEV_5300,50,-1.005,2320,16301,14144,7747,2320
500,VEV_5300,60,-1.0,2396,16301,14144,7747,2396
500,VEV_5300,60,-0.995,2396,16301,14144,7747,2396
500,VEV_5300,60,-1.005,2396,16301,14144,7747,2396
10,VEV_5000,40,-1.0,16280,16280,14334,7895,2264
10,VEV_5000,10,-1.0,16178,16178,14334,7895,2264
10,VEV_5000,20,-1.0,16423,16423,14334,7895,2264
10,VEV_5000,30,-1.0,16302,16302,14334,7895,2264
10,VEV_5100,10,-1.0,14009,15795,14009,7895,2264
10,VEV_5000,60,-1.0,15849,15849,14334,7895,2264
10,VEV_5000,50,-1.0,15795,15795,14334,7895,2264
10,VEV_5000,70,-1.0,15817,15817,14334,7895,2264
